A1-Village Name,A2-District Name,A4-State Name,Unique HHD identifier,Annual household income 2018-19 (~june - July),Annual net household farm income: 2018-19,Annual net household non-farm income: 2018-19,Annual household farm business expenses,Annual household non-farm business expenses: 2018-19,Normalized Wealth Index First PC - 2019,Wealth Index First PC - 2019,House_ownership_present,Bank_account_present,flooring_materials_present,roofing_materials_present,walls_materials_present,House type_present,Number of_members per room present,Seperate room for cooking_present,type of toilet_present,Main source of lightening_present,Main fuel for cooking_present,source of drinking water_present,House ownership,M14A2-Mattress At present,M14A3-Pressure cooker _ At present,M14A4-Chair _ At present,M14A5-Cot / Bed _ At present,M14A6-Table _ At present,M14A10-Clock or Watch _ At present,M14A7-Electric fan _ At present,M14A8-Radio / Transistor _ At present,M14A9-Sewing machine _ At present,M14A11-Bicycle _ At present,M14A12-Black and White television _ At present,M14A13-Colour television _ At present,M14A14-Mobile phone _ At present,M14A15-Landline Phone _ At present,M14A16-Refrigerator? At present,M14A17-Air conditioner / Cooler _ At present,M14A18-Washing Machine? At present,M14A19-Internet? At present,M14A20-Computer? At present,M14A21-Motorcycle/scooter? At present,M14A22-Car/Jeep _ At present,M14A23-Water pump _ At present,M14A24-Thresher _ At present,M14A25-Tractor _ At present,M14A26-Animal drawn cart _ At present,M14A27-Open well _ At present,M14A28-Bore well _ At present,M14A29-Private Pond _ At present,M14A30-Equipment for drip irrigation/ Sprinkler _ At present,M14A31-Tiller/ Cultivator _ At present,M14A32-Plough disc/ mould board _ At present,M14A33-Seed drill _ At present,M14A34-Power sprayer _ At present,M14A35-Chaff cutter _ At present,M14A36-Weeders _ At present,M14A37-Other mechanized three/four_wheeler agricultural equipment _ At present,M14A38-Trolley (for tractor) _ At present,M14A39-Livestock sheds _ At present,M14A40-Fish boat _ At present,M14A41-Other fishing equipment _ At present
Phairuangkai,Lunglei,Mizoram,135007,90000,0,90000,0,40000,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,2,5,10,2,7,1,3,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phairuangkai,Lunglei,Mizoram,135008,190000,0,190000,0,0,2,85,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,2,5,5,2,3,1,1,0,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phairuangkai,Lunglei,Mizoram,135009,79610,79610,0,400,0,-0,67,Owns a house,have bank account,rudimentary floor,finished roofing,natural walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,4,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phairuangkai,Lunglei,Mizoram,135010,32000,0,32000,0,0,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,.75,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,3,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phairuangkai,Lunglei,Mizoram,135011,12000,0,12000,0,0,-4,39,Owns a house,Doesn't have bank account,rudimentary floor,finished roofing,natural walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phairuangkai,Lunglei,Mizoram,135012,82000,0,82000,0,30000,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,2,6,4,2,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philimi,Zunheboto,Nagaland,319001,15200,15200,0,4200,0,-2,55,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philimi,Zunheboto,Nagaland,319002,14600,14600,0,5000,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philimi,Zunheboto,Nagaland,319003,12100,12100,0,5700,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philimi,Zunheboto,Nagaland,319004,14348,14340,8,3800,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philimi,Zunheboto,Nagaland,319005,14750,14750,0,5050,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philimi,Zunheboto,Nagaland,319006,26700,18700,8000,500,0,-2,56,Owns a house,Doesn't have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philimi,Zunheboto,Nagaland,319007,35900,27900,8000,1500,0,-2,56,Owns a house,Doesn't have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,7,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philimi,Zunheboto,Nagaland,319008,50800,32800,18000,2000,5000,-2,55,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,10,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philimi,Zunheboto,Nagaland,319009,67700,59700,8000,1500,0,-2,56,Owns a house,Doesn't have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,9,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philimi,Zunheboto,Nagaland,319010,34000,26000,8000,1500,0,-2,57,Owns a house,Doesn't have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philimi,Zunheboto,Nagaland,319011,29584,20084,9500,8016,0,0,75,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Philimi,Zunheboto,Nagaland,319012,24100,16100,8000,7000,0,-2,55,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Philimi,Zunheboto,Nagaland,319013,13500,5500,8000,7500,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Philimi,Zunheboto,Nagaland,319014,15900,7900,8000,7000,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phiro,Wokha,Nagaland,203001,300000,0,300000,0,0,1,84,Does not own house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,2,5,2,2,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203002,25200,0,25200,0,0,-0,69,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203003,126000,0,126000,0,0,1,78,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,2,5,4,2,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203004,4580,4580,0,7000,0,-0,69,Owns a house,have bank account,rudimentary floor,finished roofing,rudimentary walls,semi-puuca,.75,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203005,39600,0,39600,0,0,-0,69,Owns a house,have bank account,rudimentary floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,1,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203006,47800,-5000,52800,5000,0,-0,69,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,.5,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,1,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203007,144000,0,144000,0,0,2,87,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,.5,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,2,5,3,2,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203008,25800,-3000,28800,3000,0,-2,57,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,no sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203009,240000,0,240000,0,0,-2,57,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,no sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,1,5,3,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203010,79400,-7000,86400,7000,0,2,86,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,.6666667,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,2,6,3,2,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203011,600000,0,600000,0,0,1,76,Owns a house,have bank account,finished floor,finished roofing,rudimentary walls,semi-puuca,.6,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,2,3,2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203012,46000,-2000,48000,2000,0,-0,69,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,1,1,1,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203013,216000,0,216000,0,0,-2,57,Owns a house,have bank account,finished floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,no sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,1,2,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phiro,Wokha,Nagaland,203014,22200,-3000,25200,3000,0,-0,69,Owns a house,have bank account,finished floor,finished roofing,rudimentary walls,semi-puuca,.75,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,1,4,3,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367001,357050,141050,216000,11950,0,1,79,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","pipe, hand pump, well in residence/ yard/ plot",Own house,4,1,6,4,3,2,3,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367002,279550,279550,0,8450,0,2,88,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","pipe, hand pump, well in residence/ yard/ plot",Own house,3,2,4,3,3,1,3,0,0,1,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367003,145600,128100,17500,9900,0,2,88,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","pipe, hand pump, well in residence/ yard/ plot",Own house,3,1,3,3,2,2,3,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Photamati (Part),South Tripura,Tripura,367004,131100,44100,87000,10900,0,1,79,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,1,0,4,1,1,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Photamati (Part),South Tripura,Tripura,367005,115500,0,115500,0,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,2,0,2,2,1,2,2,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367006,333300,153300,180000,46700,0,2,88,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","pipe, hand pump, well in residence/ yard/ plot",Own house,4,2,8,5,3,4,4,0,0,0,0,1,4,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Photamati (Part),South Tripura,Tripura,367007,147450,42450,105000,12550,0,-1,63,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,fair,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367008,167250,-3250,170500,3250,0,-3,42,Owns a house,Doesn't have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,No separate cooking room,no sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Photamati (Part),South Tripura,Tripura,367009,167750,143750,24000,57250,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,2,5,3,0,2,2,0,0,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Photamati (Part),South Tripura,Tripura,367010,118950,-300,119250,300,0,0,72,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,pit/dry type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367011,228000,0,228000,0,0,-0,69,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,4,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367012,105000,0,105000,0,0,-1,63,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,5,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367013,540000,0,540000,0,0,2,87,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","pipe, hand pump, well in residence/ yard/ plot",Own house,0,2,5,3,2,3,3,0,0,1,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photamati (Part),South Tripura,Tripura,367014,139900,122200,17700,37800,0,-0,69,Owns a house,have bank account,finished floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,2,3,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121001,365000,0,365000,0,0,2,87,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,4,6,3,2,1,1,0,0,0,0,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121002,192000,192000,0,3000,0,2,87,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,4,4,8,4,2,1,1,0,0,0,0,1,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121003,192000,0,192000,0,0,1,78,Owns a house,have bank account,rudimentary floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,4,6,3,2,1,1,0,0,0,0,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121004,86500,86500,0,1000,0,2,87,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,4,6,3,1,1,1,0,0,0,0,1,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121005,120000,0,120000,0,0,2,85,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,2,4,6,2,2,1,1,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121006,71300,-700,72000,700,0,2,85,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,4,6,3,1,1,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121007,45800,0,45800,0,38200,2,85,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,2,3,5,2,1,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121008,297300,-2700,300000,2700,0,2,85,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,4,6,12,4,2,1,1,0,0,0,0,1,5,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121009,608333,0,608333,0,0,2,92,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,3,5,6,3,1,1,1,0,0,0,0,1,4,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phullen,Aizawl,Mizoram,121010,154500,0,154500,0,85500,-0,67,Owns a house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,4,5,3,1,1,1,0,0,0,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
