,,Actual,Predicted
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/30007_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/265010_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/95003_CookingArea_7.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/258012_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/264001_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/137010_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/502009_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/116013_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/247009_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/316004_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/421010_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/413002_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/208003_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/92011_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/244002_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/87003_CookingArea_7.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/1028006_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/1009002_CookingArea_7.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/400011_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/44010_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/69012_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/370007_CookingArea_7.jpg,class3,middle income
# NNA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/502006_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/287010_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/188008_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/457006_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/17004_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/239007_CookingArea_7.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/198006_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/395011_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/86011_CookingArea_7.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/240004_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/42008_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/460010_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/63002_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/520011_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/464005_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/374012_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/86004_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/183011_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/461002_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/502007_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/332005_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/409002_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/254007_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/104004_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/416010_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/473001_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/208004_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/184010_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/364008_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/87005_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/123003_CookingArea_7.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/511013_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/343004_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/483004_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/102001_CookingArea_7.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/38013_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/82014_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/108012_CookingArea_7.jpg,class4,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/481008_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/469007_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/96008_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/104011_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/299014_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/514005_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/224006_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/183014_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/145009_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/215003_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/496010_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/134007_CookingArea_7.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/382001_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/235012_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/335010_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/108005_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/1036001_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/183007_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/505010_CookingArea_7.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/229013_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/144003_CookingArea_7.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/32013_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/84006_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/1002012_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/430010_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/150006_CookingArea_7.jpg,class4,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/432014_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/205002_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/405001_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/372006_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/274013_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/469011_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/395005_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/517007_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/194011_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/1016018_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/325011_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/411001_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/243014_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/369008_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/145006_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/509005_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/50011_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/192005_CookingArea_7.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/372008_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/316012_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/324010_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/386003_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/105009_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/1003002_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/95012_CookingArea_7.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/468006_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/31002_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/339008_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/29006_CookingArea_7.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/57011_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/96003_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/192001_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/123004_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/248006_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/506006_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/402011_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/404012_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/244007_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/6004_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/232001_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/112009_CookingArea_7.jpg,class4,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/21002_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/512009_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/464006_CookingArea_7.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/318001_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/441011_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/229010_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/506011_CookingArea_7.jpg,class1,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/53001_CookingArea_7.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/213013_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/35012_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/391007_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/79003_CookingArea_7.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/289005_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/312010_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/503014_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/188002_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/222002_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/250009_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/143012_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/161001_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/106001_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/512001_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/2009_CookingArea_7.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/317001_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/462002_CookingArea_7.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/495004_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/498011_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/386008_CookingArea_7.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/482010_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/294003_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/200007_CookingArea_7.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/458001_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/480002_CookingArea_7.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/212004_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/50010_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/144008_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/1055011_CookingArea_7.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/143005_CookingArea_7.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/480003_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/453001_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/26008_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/299013_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/139011_CookingArea_7.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/187002_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/454008_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/295004_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/363003_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/389004_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/111012_CookingArea_7.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/445009_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/260001_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/68003_CookingArea_7.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/281002_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/1036006_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/438007_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/481001_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/393010_CookingArea_7.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/32002_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/486002_CookingArea_7.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/222013_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/273011_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/494004_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/381011_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/240008_CookingArea_7.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/313003_CookingArea_7.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/483008_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/2011_CookingArea_7.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/267010_CookingArea_7.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/233007_CookingArea_7.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/324009_CookingArea_7.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/251011_CookingArea_7.jpg,class4,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class1/316002_CookingArea_7.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/212009_CookingArea_7.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class2/219011_CookingArea_7.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class3/128013_CookingArea_7.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class4/487008_CookingArea_7.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/cooking/valid/class0/494006_CookingArea_7.jpg,class0,low income
