,,Actual,Predicted
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/238006_HouseFront_2.jpg,class1,high income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class2/120008_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/431011_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/318010_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/50003_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/147001_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/272011_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/493011_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/84013_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/203011_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/12012_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/246013_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/224003_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/148010_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/485001_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/320004_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/433001_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/190007_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1007003_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/491011_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/208001_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/30001_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/69005_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/419002_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/320008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/100011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/15009_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/26011_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/192003_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/363001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/183010_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/290001_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/421003_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1049007_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/299013_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/335014_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/496010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/444002_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/450012_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/454010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/248003_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/14008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/304002_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/25001_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/384007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/60008_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/122010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/366001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/516004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/244002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/126005_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/409005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/277014_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/447006_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/519011_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/209001_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/433004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/2010_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/282007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/388006_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/242007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/416003_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/250001_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/256009_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/23009_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/369012_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/208007_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/239002_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/385006_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/78005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/482013_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/230006_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/38001_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/416005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/251011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/454011_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/194011_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/1057013_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/146003_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/95011_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/473014_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/25004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/42003_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1053007_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/213005_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/87011_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/214005_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/368008_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/336001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/108006_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1042013_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/434009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/415012_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/464011_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/283008_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/87010_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/399013_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/200012_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1049003_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/424008_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/270012_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/503013_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/369010_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/208003_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/342006_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/152007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/220004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/79003_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/270006_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/65009_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/125008_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/1002_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/49007_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/117006_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/295013_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/466007_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/64012_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/504006_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/223008_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/13014_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/20011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/264003_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/184011_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/146010_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/27010_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/430002_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/503014_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/285010_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/266001_HouseFront_2.jpg,class1,low income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class2/458002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/280004_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/242008_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/227007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/295009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/492003_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/244012_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/67012_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/435006_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/239003_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/85004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/190001_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/44004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/496009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/375008_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/514014_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/473004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/417001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/514012_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/424010_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/466009_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/131001_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/520008_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/506004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/409001_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/153002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/159004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/405014_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/81005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/515005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/336008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/446001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/128007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/85005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/523007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/449012_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/204010_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/73002_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/300009_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/441007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/94012_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/105004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/394004_HouseFront_2.jpg,class1,middle income
# nan,/hdd/Aatif/AHI Data/3_classes/front/test/class2/152009_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/295004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/415008_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/315004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/256011_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/518005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/406010_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/285002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/412005_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/245003_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/72009_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/362009_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/415006_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/276007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/92012_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/59005_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/515009_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/21008_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/158013_HouseFront_2.jpg,class2,high income
# nan,/hdd/Aatif/AHI Data/3_classes/front/test/class2/220009_HouseFront_2.jpg,class2,middle income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class0/82008_HouseFront_2.jpg,class0,low income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class2/156011_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/34002_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/279011_HouseFront_2.jpg,class1,low income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class0/463002_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/136008_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/276008_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/14004_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/251003_HouseFront_2.jpg,class2,middle income
# nna,/hdd/Aatif/AHI Data/3_classes/front/test/class0/64002_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/404012_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/492007_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/318011_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/484002_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/446007_HouseFront_2.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/519007_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/454004_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/100003_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/413014_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/303013_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/339004_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/197008_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/13007_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/302010_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/299001_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/476004_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/35003_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/397008_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/444003_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/215011_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/436013_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/122011_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/252003_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1042007_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/298001_HouseFront_2.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1015001_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/102006_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/370001_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/97007_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/408007_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1032009_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/206010_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/464004_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/122005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/210006_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/6009_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/56007_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/100012_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/146001_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/134014_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/404001_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/260011_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/465009_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/254007_HouseFront_2.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/58007_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1007001_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/516009_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/190012_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/507004_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/122004_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/262005_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/79001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/423003_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/100010_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/1023012_HouseFront_2.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/291011_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/469005_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/516005_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/1069006_HouseFront_2.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/388010_HouseFront_2.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/36013_HouseFront_2.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class2/524001_HouseFront_2.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class1/67001_HouseFront_2.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/front/test/class0/434014_HouseFront_2.jpg,class0,low income
